Shipment ID,Origin,Destination,Shipment Date,Estimated Delivery Date,Actual Delivery Date,Shipment Status,Carrier Name,Mode of Transportation,Product ID,Product Name,Weight (kg),Dimensions (LxWxH cm),Special Handling Instructions,Customer ID,Customer Region,Preferred Delivery Times,Cat ID,Cat Name,Breed,Age (Years),Health Certificate Status,Behavioral Notes,Route ID,Intermediate Stops,Distance Covered (km),Delay Reasons,Cost of Shipment (PHP),Carbon Emissions (kg CO2)
SHP-PH1452,Warehouse Bacolod,Customer Home Davao,2024-11-14,2024-11-08,2024-11-16,Delayed,PawLogistics,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1452,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1452,"Makati, Taguig",1291,Technical Issue,1798,92
SHP-PH1453,Warehouse Cebu,Customer Home Pasig,2024-11-15,2024-11-04,2024-11-07,Delayed,PawLogistics,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1453,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1453,Davao City Hub,1221,Weather,792,99
SHP-PH1454,Shelter Manila,Cat Café Makati,2024-11-23,2024-11-04,2024-11-08,Delivered,Pet Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Keep Dry,CUST-PH1454,Davao,Evening,CAT-PH1454,Bunso,Maine Coon,4,Up-to-date,Playful,RT-PH1454,Cebu City Airport,936,Customs,935,7
SHP-PH1455,Shelter Manila,Customer Home Davao,2024-11-19,2024-11-25,2024-11-14,Delivered,LBC Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1455,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1455,"Makati, Taguig",200,Customs,1053,83
SHP-PH1456,Warehouse Bacolod,Customer Home Pasig,2024-11-16,2024-11-07,2024-11-22,In-transit,Pet Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1456,Bacolod,Evening,CAT-PH1456,Pusa,Persian,1,Up-to-date,Playful,RT-PH1456,"Makati, Taguig",97,Weather,884,56
SHP-PH1457,Shelter Quezon City,Cat Café Manila,2024-11-25,2024-11-26,2024-11-21,In-transit,PawLogistics,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1457,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1457,"Makati, Taguig",1016,Weather,733,83
SHP-PH1458,Warehouse Cebu,Cat Café Makati,2024-11-22,2024-11-25,2024-11-28,In-transit,J&T Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Fragile,CUST-PH1458,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1458,"Makati, Taguig",486,Customs,773,61
SHP-PH1459,Shelter Manila,Customer Home Pasig,2024-11-29,2024-11-10,2024-11-18,Delayed,Grab Pet Transport,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1459,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1459,"Makati, Taguig",1368,Technical Issue,637,20
SHP-PH1460,Warehouse Bacolod,Customer Home Davao,2024-11-15,2024-11-26,2024-11-30,Delayed,Grab Pet Transport,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1460,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1460,Davao City Hub,1160,Traffic,570,36
SHP-PH1461,Warehouse Cebu,Cat Café Manila,2024-11-02,2024-11-23,2024-11-14,Delayed,Pet Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1461,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1461,Cebu City Airport,683,Customs,1082,23
SHP-PH1462,Warehouse Bacolod,Cat Café Cebu,2024-11-22,2024-11-16,2024-11-04,Delivered,Grab Pet Transport,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Fragile,CUST-PH1462,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1462,Davao City Hub,258,Traffic,666,80
SHP-PH1463,Shelter Manila,Cat Café Manila,2024-11-05,2024-11-07,2024-11-17,Delivered,PawLogistics,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1463,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1463,Clark Airport,363,Customs,700,33
SHP-PH1464,Warehouse Bacolod,Cat Café Manila,2024-11-10,2024-11-04,2024-11-02,Delayed,PawLogistics,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1464,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1464,"Naga, Talisay",1243,Traffic,873,65
SHP-PH1465,Warehouse Cebu,Cat Café Cebu,2024-11-27,2024-11-18,2024-11-02,In-transit,Grab Pet Transport,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Fragile,CUST-PH1465,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1465,Cebu City Airport,174,Weather,1881,84
SHP-PH1466,Warehouse Cebu,Cat Café Makati,2024-11-24,2024-11-14,2024-11-21,Delivered,J&T Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Live Animal,CUST-PH1466,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1466,"Naga, Talisay",725,Technical Issue,766,17
SHP-PH1467,Shelter Manila,Cat Café Manila,2024-11-12,2024-11-06,2024-11-17,Delivered,Grab Pet Transport,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1467,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1467,Cebu City Airport,149,Weather,1451,84
SHP-PH1468,Shelter Quezon City,Customer Home Pasig,2024-11-05,2024-11-12,2024-11-18,In-transit,J&T Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1468,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1468,Clark Airport,1470,Technical Issue,1843,54
SHP-PH1469,Shelter Quezon City,Cat Café Makati,2024-11-08,2024-11-19,2024-11-02,In-transit,LBC Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1469,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1469,Clark Airport,1153,Customs,565,77
SHP-PH1470,Shelter Manila,Customer Home Davao,2024-11-27,2024-11-15,2024-11-15,Delayed,Pet Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Fragile,CUST-PH1470,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1470,Davao City Hub,1018,Customs,1936,92
SHP-PH1471,Shelter Manila,Cat Café Manila,2024-11-29,2024-11-18,2024-11-07,Delivered,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1471,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1471,"Naga, Talisay",288,Weather,1237,84
SHP-PH1472,Shelter Quezon City,Cat Café Makati,2024-11-27,2024-11-14,2024-11-06,In-transit,PawLogistics,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1472,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1472,Clark Airport,1312,None,1704,55
SHP-PH1473,Pet Store Davao,Cat Café Makati,2024-11-01,2024-11-18,2024-11-28,Delivered,Pet Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1473,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1473,Clark Airport,1460,Technical Issue,973,21
SHP-PH1474,Warehouse Bacolod,Cat Café Cebu,2024-11-06,2024-11-21,2024-11-08,Delivered,PawLogistics,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1474,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1474,Davao City Hub,778,None,1426,1
SHP-PH1475,Shelter Manila,Cat Café Cebu,2024-11-21,2024-11-11,2024-11-22,Delivered,PawLogistics,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1475,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1475,Clark Airport,1480,Traffic,432,77
SHP-PH1476,Shelter Manila,Customer Home Pasig,2024-11-28,2024-11-03,2024-11-08,Delivered,Grab Pet Transport,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1476,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1476,"Makati, Taguig",984,Technical Issue,1988,70
SHP-PH1477,Warehouse Cebu,Cat Café Makati,2024-11-16,2024-11-08,2024-11-23,In-transit,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1477,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1477,"Makati, Taguig",1094,None,746,39
SHP-PH1478,Shelter Quezon City,Customer Home Pasig,2024-11-20,2024-11-16,2024-11-11,In-transit,Grab Pet Transport,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1478,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1478,Cebu City Airport,1482,Technical Issue,526,95
SHP-PH1479,Pet Store Davao,Cat Café Cebu,2024-11-13,2024-11-26,2024-11-02,In-transit,Pet Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1479,Davao,Morning,CAT-PH1479,Mittens,Persian,3,Up-to-date,Calm,RT-PH1479,Cebu City Airport,212,Weather,1492,17
SHP-PH1480,Warehouse Bacolod,Cat Café Makati,2024-11-10,2024-11-22,2024-11-13,In-transit,Grab Pet Transport,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Keep Dry,CUST-PH1480,Cebu,Morning,CAT-PH1480,Muning,Siamese,1,Up-to-date,Playful,RT-PH1480,Davao City Hub,1239,None,1439,18
SHP-PH1481,Shelter Quezon City,Cat Café Manila,2024-11-18,2024-11-11,2024-11-14,In-transit,LBC Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1481,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1481,Davao City Hub,935,Customs,1679,65
SHP-PH1482,Pet Store Davao,Cat Café Cebu,2024-11-22,2024-11-16,2024-11-09,Delayed,LBC Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1482,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1482,Cebu City Airport,1092,Technical Issue,367,56
SHP-PH1483,Shelter Quezon City,Customer Home Davao,2024-11-21,2024-11-16,2024-11-24,Delayed,Pet Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1483,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1483,Cebu City Airport,31,Technical Issue,956,53
SHP-PH1484,Warehouse Cebu,Cat Café Makati,2024-11-29,2024-11-13,2024-11-26,Delayed,LBC Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Keep Dry,CUST-PH1484,Davao,Evening,CAT-PH1484,Pusa,Siamese,1,Up-to-date,Shy,RT-PH1484,"Makati, Taguig",1415,Customs,1870,8
SHP-PH1485,Shelter Manila,Customer Home Pasig,2024-11-06,2024-11-04,2024-11-29,In-transit,Pet Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1485,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1485,"Makati, Taguig",1345,Technical Issue,903,85
SHP-PH1486,Warehouse Cebu,Cat Café Makati,2024-11-06,2024-11-06,2024-11-04,In-transit,Pet Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1486,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1486,Clark Airport,1391,Technical Issue,917,57
SHP-PH1487,Warehouse Cebu,Customer Home Davao,2024-11-06,2024-11-25,2024-11-08,Delivered,PawLogistics,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1487,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1487,"Naga, Talisay",736,Technical Issue,1779,28
SHP-PH1488,Pet Store Davao,Customer Home Davao,2024-11-12,2024-11-23,2024-11-08,In-transit,LBC Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1488,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1488,"Naga, Talisay",1025,Customs,1798,26
SHP-PH1489,Shelter Quezon City,Cat Café Manila,2024-11-25,2024-11-15,2024-11-02,Delivered,J&T Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1489,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1489,"Naga, Talisay",1214,Traffic,1603,17
SHP-PH1490,Shelter Manila,Customer Home Pasig,2024-11-26,2024-11-03,2024-11-04,Delivered,J&T Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1490,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1490,Clark Airport,1052,Traffic,442,77
SHP-PH1491,Warehouse Cebu,Customer Home Pasig,2024-11-15,2024-11-13,2024-11-18,In-transit,J&T Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1491,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1491,"Naga, Talisay",937,Technical Issue,1169,36
SHP-PH1492,Shelter Quezon City,Cat Café Makati,2024-11-21,2024-11-10,2024-11-08,Delayed,Grab Pet Transport,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1492,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1492,"Makati, Taguig",363,Technical Issue,1421,50
SHP-PH1493,Warehouse Cebu,Cat Café Manila,2024-11-19,2024-11-22,2024-11-29,In-transit,LBC Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1493,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1493,Davao City Hub,1221,None,760,3
SHP-PH1494,Warehouse Cebu,Cat Café Makati,2024-11-11,2024-11-06,2024-11-23,Delivered,Pet Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1494,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1494,Cebu City Airport,479,Technical Issue,1373,84
SHP-PH1495,Shelter Manila,Cat Café Manila,2024-11-25,2024-11-24,2024-11-10,Delivered,Pet Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,None,CUST-PH1495,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1495,Cebu City Airport,822,Customs,1388,4
SHP-PH1496,Warehouse Bacolod,Cat Café Cebu,2024-11-26,2024-11-05,2024-11-11,In-transit,PawLogistics,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1496,Iloilo,Morning,CAT-PH1496,Bunso,Siamese,1,Up-to-date,Playful,RT-PH1496,Cebu City Airport,86,None,423,51
SHP-PH1497,Shelter Manila,Customer Home Davao,2024-11-02,2024-11-29,2024-11-28,In-transit,J&T Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Fragile,CUST-PH1497,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1497,Clark Airport,198,Customs,1699,57
SHP-PH1498,Pet Store Davao,Cat Café Manila,2024-11-25,2024-11-19,2024-11-11,In-transit,J&T Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1498,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1498,Clark Airport,1361,None,1214,50
SHP-PH1499,Warehouse Cebu,Customer Home Pasig,2024-11-28,2024-11-02,2024-11-22,In-transit,Grab Pet Transport,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Fragile,CUST-PH1499,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1499,"Makati, Taguig",369,Weather,241,92
SHP-PH1500,Shelter Manila,Customer Home Davao,2024-11-25,2024-11-11,2024-11-28,In-transit,LBC Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1500,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1500,Clark Airport,19,Traffic,1681,65
SHP-PH1501,Shelter Quezon City,Customer Home Davao,2024-11-20,2024-11-23,2024-11-21,Delivered,J&T Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1501,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1501,Clark Airport,282,None,1462,42
SHP-PH1502,Shelter Quezon City,Cat Café Cebu,2024-11-10,2024-11-24,2024-11-30,Delayed,Pet Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1502,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1502,Clark Airport,743,None,291,51
SHP-PH1503,Warehouse Bacolod,Customer Home Davao,2024-11-10,2024-11-12,2024-11-25,Delayed,PawLogistics,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1503,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1503,Cebu City Airport,1470,Technical Issue,1713,7
SHP-PH1504,Warehouse Bacolod,Customer Home Davao,2024-11-04,2024-11-23,2024-11-28,In-transit,LBC Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1504,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1504,"Makati, Taguig",1255,Customs,1067,56
SHP-PH1505,Shelter Quezon City,Customer Home Davao,2024-11-07,2024-11-08,2024-11-17,Delivered,LBC Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1505,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1505,"Naga, Talisay",968,Technical Issue,1117,19
SHP-PH1506,Shelter Manila,Cat Café Makati,2024-11-24,2024-11-30,2024-11-23,Delayed,J&T Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1506,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1506,Davao City Hub,1291,Technical Issue,1630,3
SHP-PH1507,Shelter Quezon City,Customer Home Davao,2024-11-12,2024-11-12,2024-11-28,Delayed,PawLogistics,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1507,Metro Manila,Evening,CAT-PH1507,Muning,Siamese,3,Up-to-date,Playful,RT-PH1507,Clark Airport,48,Technical Issue,1002,76
SHP-PH1508,Warehouse Bacolod,Cat Café Makati,2024-11-05,2024-11-03,2024-11-07,In-transit,Grab Pet Transport,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1508,Davao,Morning,CAT-PH1508,Bunso,Maine Coon,2,Up-to-date,Calm,RT-PH1508,Clark Airport,647,Traffic,1580,71
SHP-PH1509,Warehouse Cebu,Customer Home Davao,2024-11-03,2024-11-15,2024-11-20,In-transit,Grab Pet Transport,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Live Animal,CUST-PH1509,Cebu,Afternoon,CAT-PH1509,Muning,Puspin,3,Up-to-date,Shy,RT-PH1509,Cebu City Airport,1221,Customs,1850,85
SHP-PH1510,Shelter Quezon City,Cat Café Cebu,2024-11-09,2024-11-23,2024-11-16,Delivered,J&T Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1510,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1510,Cebu City Airport,369,Weather,220,79
SHP-PH1511,Shelter Manila,Customer Home Pasig,2024-11-24,2024-11-15,2024-11-26,Delayed,Grab Pet Transport,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1511,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1511,Clark Airport,1113,Weather,925,6
SHP-PH1512,Shelter Manila,Customer Home Pasig,2024-11-26,2024-11-24,2024-11-19,Delivered,PawLogistics,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1512,Iloilo,Afternoon,CAT-PH1512,Muning,Puspin,4,Up-to-date,Playful,RT-PH1512,"Naga, Talisay",1205,Weather,722,30
SHP-PH1513,Pet Store Davao,Cat Café Manila,2024-11-27,2024-11-15,2024-11-16,In-transit,Grab Pet Transport,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1513,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1513,"Makati, Taguig",1068,Customs,1265,82
SHP-PH1514,Shelter Manila,Cat Café Cebu,2024-11-15,2024-11-18,2024-11-28,In-transit,PawLogistics,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1514,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1514,Davao City Hub,29,None,936,96
SHP-PH1515,Shelter Manila,Cat Café Cebu,2024-11-03,2024-11-27,2024-11-30,Delayed,PawLogistics,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1515,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1515,"Naga, Talisay",290,Weather,885,90
SHP-PH1516,Shelter Quezon City,Cat Café Makati,2024-11-28,2024-11-11,2024-11-09,Delivered,PawLogistics,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1516,Bacolod,Morning,CAT-PH1516,Mittens,Persian,4,Up-to-date,Shy,RT-PH1516,"Naga, Talisay",1187,Weather,1499,72
SHP-PH1517,Shelter Quezon City,Customer Home Davao,2024-11-19,2024-11-20,2024-11-06,Delayed,PawLogistics,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1517,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1517,"Makati, Taguig",309,Traffic,1400,35
SHP-PH1518,Pet Store Davao,Customer Home Pasig,2024-11-20,2024-11-26,2024-11-11,Delivered,LBC Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1518,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1518,Cebu City Airport,75,Weather,1151,33
SHP-PH1519,Warehouse Cebu,Customer Home Pasig,2024-11-16,2024-11-15,2024-11-29,Delivered,J&T Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1519,Iloilo,Morning,CAT-PH1519,Pusa,Persian,5,Up-to-date,Calm,RT-PH1519,"Makati, Taguig",138,Technical Issue,790,27
SHP-PH1520,Shelter Manila,Cat Café Makati,2024-11-14,2024-11-27,2024-11-11,Delivered,LBC Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Live Animal,CUST-PH1520,Cebu,Evening,CAT-PH1520,Mittens,Persian,5,Up-to-date,Playful,RT-PH1520,"Naga, Talisay",501,Technical Issue,677,62
SHP-PH1521,Shelter Quezon City,Cat Café Makati,2024-11-22,2024-11-25,2024-11-28,In-transit,Grab Pet Transport,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1521,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1521,"Naga, Talisay",670,Traffic,1745,52
SHP-PH1522,Warehouse Cebu,Cat Café Cebu,2024-11-20,2024-11-03,2024-11-15,In-transit,J&T Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1522,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1522,Cebu City Airport,802,None,1990,79
SHP-PH1523,Shelter Quezon City,Cat Café Makati,2024-11-01,2024-11-05,2024-11-12,Delayed,J&T Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1523,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1523,"Makati, Taguig",723,Weather,712,9
SHP-PH1524,Warehouse Bacolod,Customer Home Pasig,2024-11-29,2024-11-29,2024-11-02,Delayed,J&T Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1524,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1524,Davao City Hub,715,Customs,888,44
SHP-PH1525,Pet Store Davao,Cat Café Manila,2024-11-15,2024-11-13,2024-11-14,Delivered,J&T Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1525,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1525,Davao City Hub,879,Weather,1079,76
SHP-PH1526,Shelter Quezon City,Cat Café Makati,2024-11-05,2024-11-13,2024-11-11,Delivered,Grab Pet Transport,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,None,CUST-PH1526,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1526,Clark Airport,566,Customs,1138,86
SHP-PH1527,Pet Store Davao,Customer Home Davao,2024-11-30,2024-11-06,2024-11-08,Delayed,LBC Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1527,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1527,"Naga, Talisay",650,Technical Issue,1808,19
SHP-PH1528,Shelter Quezon City,Cat Café Makati,2024-11-22,2024-11-05,2024-11-24,In-transit,Pet Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Fragile,CUST-PH1528,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1528,Davao City Hub,1182,Weather,1659,14
SHP-PH1529,Shelter Quezon City,Cat Café Cebu,2024-11-21,2024-11-17,2024-11-12,Delayed,PawLogistics,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1529,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1529,Davao City Hub,629,Technical Issue,1392,77
SHP-PH1530,Shelter Quezon City,Customer Home Davao,2024-11-24,2024-11-22,2024-11-12,In-transit,Grab Pet Transport,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Fragile,CUST-PH1530,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1530,Cebu City Airport,454,Technical Issue,290,100
SHP-PH1531,Pet Store Davao,Cat Café Makati,2024-11-19,2024-11-17,2024-11-18,Delayed,LBC Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1531,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1531,Cebu City Airport,381,Customs,1114,83
